student_id,test_name,test_code,first_score,2,last_score,n_attempt,n_attempt_pass,ever_pass,state_passing_score,first_test_date,last_test_date
166992,5003 Elem Ed: MS Mathematics Subtest,5003,170,NA,170,1,1,1,157,2015-03-17T00:00:00Z,2015-03-17
163747,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,177,NA,177,1,1,1,157,2015-03-17T00:00:00Z,2015-03-17
191848,5691 Special Ed: Preschool/Early Childhood,5691,151,144,144,3,0,0,159,2014-09-17T00:00:00Z,2015-03-18
260230,5034 Elem Ed: MS Social Studies Subtest,5034,145,NA,145,1,0,0,155,2015-03-18T00:00:00Z,2015-03-18
260230,5032 Elem Ed: MS Reading & Language Arts Subtest,5032,155,NA,155,1,0,0,165,2015-03-18T00:00:00Z,2015-03-18
235745,5034 Elem Ed: MS Social Studies Subtest,5034,157,NA,157,1,1,1,155,2015-03-18T00:00:00Z,2015-03-18
25783,5941 World and US History: Content Knowledge,5941,158,NA,158,1,1,1,141,2015-03-18T00:00:00Z,2015-03-18
32761,5003 Elem Ed: MS Mathematics Subtest,5003,158,NA,158,1,1,1,157,2015-03-18T00:00:00Z,2015-03-18
205411,5941 World and US History: Content Knowledge,5941,158,NA,158,1,1,1,141,2015-03-18T00:00:00Z,2015-03-18
254587,5035 Elem Ed: MS Science Subtest,5035,159,NA,159,1,1,1,159,2015-03-18T00:00:00Z,2015-03-18
32761,5004 Elem Ed: MS Social Studies Subtest,5004,160,NA,160,1,1,1,155,2015-03-18T00:00:00Z,2015-03-18
260230,5033 Elem Ed: MS Mathematics Subtest,5033,160,NA,160,1,0,0,164,2015-03-18T00:00:00Z,2015-03-18
235745,5035 Elem Ed: MS Science Subtest,5035,162,NA,162,1,1,1,159,2015-03-18T00:00:00Z,2015-03-18
246261,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,162,NA,162,1,1,1,157,2015-03-18T00:00:00Z,2015-03-18
204599,5091 Physical Education: Content Knowledge,5091,163,NA,163,1,1,1,143,2015-03-18T00:00:00Z,2015-03-18
260230,5035 Elem Ed: MS Science Subtest,5035,168,NA,168,1,1,1,159,2015-03-18T00:00:00Z,2015-03-18
223212,5005 Elem Ed: MS Science Subtest,5005,170,NA,170,1,1,1,159,2015-03-18T00:00:00Z,2015-03-18
223212,5004 Elem Ed: MS Social Studies Subtest,5004,170,NA,170,1,1,1,155,2015-03-18T00:00:00Z,2015-03-18
264112,5543 Special Ed: Core Know Mild to Moderate App,5543,170,NA,170,1,1,1,153,2015-03-18T00:00:00Z,2015-03-18
32761,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,171,NA,171,1,1,1,157,2015-03-18T00:00:00Z,2015-03-18
30621,5622 Principles of Learn & Teaching: Grades K-6,5622,173,NA,173,1,1,1,154,2015-03-18T00:00:00Z,2015-03-18
246261,5005 Elem Ed: MS Science Subtest,5005,173,NA,173,1,1,1,159,2015-03-18T00:00:00Z,2015-03-18
254587,5033 Elem Ed: MS Mathematics Subtest,5033,176,NA,176,1,1,1,164,2015-03-18T00:00:00Z,2015-03-18
119043,5022 Early Childhood: Content Knowledge,5022,177,NA,177,1,1,1,158,2015-03-18T00:00:00Z,2015-03-18
159277,5691 Special Ed: Preschool/Early Childhood,5691,177,NA,177,1,1,1,159,2015-03-18T00:00:00Z,2015-03-18
246261,5004 Elem Ed: MS Social Studies Subtest,5004,177,NA,177,1,1,1,155,2015-03-18T00:00:00Z,2015-03-18
181228,5691 Special Ed: Preschool/Early Childhood,5691,179,NA,179,1,1,1,159,2015-03-18T00:00:00Z,2015-03-18
186284,5004 Elem Ed: MS Social Studies Subtest,5004,180,NA,180,1,1,1,155,2015-03-18T00:00:00Z,2015-03-18
223212,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,181,NA,181,1,1,1,157,2015-03-18T00:00:00Z,2015-03-18
119740,5691 Special Ed: Preschool/Early Childhood,5691,182,NA,182,1,1,1,159,2015-03-18T00:00:00Z,2015-03-18
254587,5032 Elem Ed: MS Reading & Language Arts Subtest,5032,182,NA,182,1,1,1,165,2015-03-18T00:00:00Z,2015-03-18
32761,5005 Elem Ed: MS Science Subtest,5005,183,NA,183,1,1,1,159,2015-03-18T00:00:00Z,2015-03-18
186284,5005 Elem Ed: MS Science Subtest,5005,183,NA,183,1,1,1,159,2015-03-18T00:00:00Z,2015-03-18
186284,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,183,NA,183,1,1,1,157,2015-03-18T00:00:00Z,2015-03-18
251500,5035 Elem Ed: MS Science Subtest,5035,183,NA,183,1,1,1,159,2015-03-18T00:00:00Z,2015-03-18
194152,5022 Early Childhood: Content Knowledge,5022,184,NA,184,1,1,1,158,2015-03-18T00:00:00Z,2015-03-18
251500,5032 Elem Ed: MS Reading & Language Arts Subtest,5032,187,NA,187,1,1,1,165,2015-03-18T00:00:00Z,2015-03-18
251500,5034 Elem Ed: MS Social Studies Subtest,5034,187,NA,187,1,1,1,155,2015-03-18T00:00:00Z,2015-03-18
255095,5004 Elem Ed: MS Social Studies Subtest,5004,187,NA,187,1,1,1,155,2015-03-18T00:00:00Z,2015-03-18
251500,5033 Elem Ed: MS Mathematics Subtest,5033,192,NA,192,1,1,1,164,2015-03-18T00:00:00Z,2015-03-18
255095,5003 Elem Ed: MS Mathematics Subtest,5003,195,NA,195,1,1,1,157,2015-03-18T00:00:00Z,2015-03-18
255095,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,196,NA,196,1,1,1,157,2015-03-18T00:00:00Z,2015-03-18
186284,5003 Elem Ed: MS Mathematics Subtest,5003,198,NA,198,1,1,1,157,2015-03-18T00:00:00Z,2015-03-18
246261,5003 Elem Ed: MS Mathematics Subtest,5003,198,NA,198,1,1,1,157,2015-03-18T00:00:00Z,2015-03-18
255095,5005 Elem Ed: MS Science Subtest,5005,199,NA,199,1,1,1,159,2015-03-18T00:00:00Z,2015-03-18
223212,5003 Elem Ed: MS Mathematics Subtest,5003,200,NA,200,1,1,1,157,2015-03-18T00:00:00Z,2015-03-18
93522,5622 Principles of Learn & Teaching: Grades K-6,5622,154,NA,154,1,1,1,154,2015-03-19T00:00:00Z,2015-03-19
39579,5034 Elem Ed: MS Social Studies Subtest,5034,157,NA,157,1,1,1,155,2015-03-19T00:00:00Z,2015-03-19
160425,5034 Elem Ed: MS Social Studies Subtest,5034,160,NA,160,1,1,1,155,2015-03-19T00:00:00Z,2015-03-19
119043,5691 Special Ed: Preschool/Early Childhood,5691,162,NA,162,1,1,1,159,2015-03-19T00:00:00Z,2015-03-19
113082,5941 World and US History: Content Knowledge,5941,163,NA,163,1,1,1,141,2015-03-19T00:00:00Z,2015-03-19
704,5122 Family and Consumer Sciences,5122,168,NA,168,1,1,1,153,2015-03-19T00:00:00Z,2015-03-19
263352,5161 Mathematics: Content Knowledge,5161,168,NA,168,1,1,1,160,2015-03-19T00:00:00Z,2015-03-19
160425,5033 Elem Ed: MS Mathematics Subtest,5033,173,NA,173,1,1,1,164,2015-03-19T00:00:00Z,2015-03-19
105738,5022 Early Childhood: Content Knowledge,5022,174,NA,174,1,1,1,158,2015-03-19T00:00:00Z,2015-03-19
82012,5941 World and US History: Content Knowledge,5941,175,NA,175,1,1,1,141,2015-03-19T00:00:00Z,2015-03-19
264387,5022 Early Childhood: Content Knowledge,5022,175,NA,175,1,1,1,158,2015-03-19T00:00:00Z,2015-03-19
121181,5641 Theatre,5641,176,NA,176,1,1,1,148,2015-03-19T00:00:00Z,2015-03-19
253507,5622 Principles of Learn & Teaching: Grades K-6,5622,176,NA,176,1,1,1,154,2015-03-19T00:00:00Z,2015-03-19
259594,5691 Special Ed: Preschool/Early Childhood,5691,177,NA,177,1,1,1,159,2015-03-19T00:00:00Z,2015-03-19
160425,5032 Elem Ed: MS Reading & Language Arts Subtest,5032,178,NA,178,1,1,1,165,2015-03-19T00:00:00Z,2015-03-19
42572,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,179,NA,179,1,1,1,157,2015-03-19T00:00:00Z,2015-03-19
143255,5622 Principles of Learn & Teaching: Grades K-6,5622,180,NA,180,1,1,1,154,2015-03-19T00:00:00Z,2015-03-19
181228,5022 Early Childhood: Content Knowledge,5022,180,NA,180,1,1,1,158,2015-03-19T00:00:00Z,2015-03-19
42572,5622 Principles of Learn & Teaching: Grades K-6,5622,181,NA,181,1,1,1,154,2015-03-19T00:00:00Z,2015-03-19
196449,5038 English Language Arts: Content Knowledge,5038,181,NA,181,1,1,1,167,2015-03-19T00:00:00Z,2015-03-19
253243,5691 Special Ed: Preschool/Early Childhood,5691,183,NA,183,1,1,1,159,2015-03-19T00:00:00Z,2015-03-19
186284,5622 Principles of Learn & Teaching: Grades K-6,5622,186,NA,186,1,1,1,154,2015-03-19T00:00:00Z,2015-03-19
90910,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,187,NA,187,1,1,1,157,2015-03-19T00:00:00Z,2015-03-19
111537,5691 Special Ed: Preschool/Early Childhood,5691,189,NA,189,1,1,1,159,2015-03-19T00:00:00Z,2015-03-19
284382,5691 Special Ed: Preschool/Early Childhood,5691,189,NA,189,1,1,1,159,2015-03-19T00:00:00Z,2015-03-19
39579,5032 Elem Ed: MS Reading & Language Arts Subtest,5032,191,NA,191,1,1,1,165,2015-03-19T00:00:00Z,2015-03-19
90910,5005 Elem Ed: MS Science Subtest,5005,193,NA,193,1,1,1,159,2015-03-19T00:00:00Z,2015-03-19
90910,5003 Elem Ed: MS Mathematics Subtest,5003,195,NA,195,1,1,1,157,2015-03-19T00:00:00Z,2015-03-19
52960,5161 Mathematics: Content Knowledge,5161,200,NA,200,1,1,1,160,2015-03-19T00:00:00Z,2015-03-19
90910,5004 Elem Ed: MS Social Studies Subtest,5004,200,NA,200,1,1,1,155,2015-03-19T00:00:00Z,2015-03-19
180186,5245 Chemistry: Content Knowledge,5245,131,141,141,3,1,1,139,2014-10-17T00:00:00Z,2015-03-20
268017,5361 English to Speakers of Other Languages,5361,155,NA,155,1,1,1,151,2015-03-20T00:00:00Z,2015-03-20
93522,5004 Elem Ed: MS Social Studies Subtest,5004,160,NA,160,1,1,1,155,2015-03-20T00:00:00Z,2015-03-20
82924,5003 Elem Ed: MS Mathematics Subtest,5003,162,NA,162,1,1,1,157,2015-03-20T00:00:00Z,2015-03-20
93522,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,164,NA,164,1,1,1,157,2015-03-20T00:00:00Z,2015-03-20
64777,5941 World and US History: Content Knowledge,5941,165,NA,165,1,1,1,141,2015-03-20T00:00:00Z,2015-03-20
105738,5691 Special Ed: Preschool/Early Childhood,5691,167,NA,167,1,1,1,159,2015-03-20T00:00:00Z,2015-03-20
30621,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,168,NA,168,1,1,1,157,2015-03-20T00:00:00Z,2015-03-20
93522,5003 Elem Ed: MS Mathematics Subtest,5003,170,NA,170,1,1,1,157,2015-03-20T00:00:00Z,2015-03-20
119737,5691 Special Ed: Preschool/Early Childhood,5691,172,NA,172,1,1,1,159,2015-03-20T00:00:00Z,2015-03-20
187769,5121 Family and Consumer Sciences,5121,172,NA,172,1,NA,NA,NA,2015-03-20T00:00:00Z,2015-03-20
30621,5005 Elem Ed: MS Science Subtest,5005,173,NA,173,1,1,1,159,2015-03-20T00:00:00Z,2015-03-20
194152,5691 Special Ed: Preschool/Early Childhood,5691,173,NA,173,1,1,1,159,2015-03-20T00:00:00Z,2015-03-20
212672,5035 Elem Ed: MS Science Subtest,5035,173,NA,173,1,1,1,159,2015-03-20T00:00:00Z,2015-03-20
212672,5033 Elem Ed: MS Mathematics Subtest,5033,173,NA,173,1,1,1,164,2015-03-20T00:00:00Z,2015-03-20
39579,5622 Principles of Learn & Teaching: Grades K-6,5622,174,NA,174,1,1,1,154,2015-03-20T00:00:00Z,2015-03-20
251500,5622 Principles of Learn & Teaching: Grades K-6,5622,175,NA,175,1,1,1,154,2015-03-20T00:00:00Z,2015-03-20
93522,5005 Elem Ed: MS Science Subtest,5005,176,NA,176,1,1,1,159,2015-03-20T00:00:00Z,2015-03-20
212672,5034 Elem Ed: MS Social Studies Subtest,5034,177,NA,177,1,1,1,155,2015-03-20T00:00:00Z,2015-03-20
126025,5691 Special Ed: Preschool/Early Childhood,5691,179,NA,179,1,1,1,159,2015-03-20T00:00:00Z,2015-03-20
160425,5622 Principles of Learn & Teaching: Grades K-6,5622,179,NA,179,1,1,1,154,2015-03-20T00:00:00Z,2015-03-20
194001,5691 Special Ed: Preschool/Early Childhood,5691,179,NA,179,1,1,1,159,2015-03-20T00:00:00Z,2015-03-20
249352,5089 Middle School Social Studies,5089,179,NA,179,1,1,1,149,2015-03-20T00:00:00Z,2015-03-20
82924,5004 Elem Ed: MS Social Studies Subtest,5004,182,NA,182,1,1,1,155,2015-03-20T00:00:00Z,2015-03-20
82924,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,183,NA,183,1,1,1,157,2015-03-20T00:00:00Z,2015-03-20
82924,5005 Elem Ed: MS Science Subtest,5005,183,NA,183,1,1,1,159,2015-03-20T00:00:00Z,2015-03-20
217345,5622 Principles of Learn & Teaching: Grades K-6,5622,185,NA,185,1,1,1,154,2015-03-20T00:00:00Z,2015-03-20
268150,5691 Special Ed: Preschool/Early Childhood,5691,185,NA,185,1,1,1,159,2015-03-20T00:00:00Z,2015-03-20
90910,5089 Middle School Social Studies,5089,186,NA,186,1,1,1,149,2015-03-20T00:00:00Z,2015-03-20
175526,5622 Principles of Learn & Teaching: Grades K-6,5622,193,NA,193,1,1,1,154,2015-03-20T00:00:00Z,2015-03-20
212672,5032 Elem Ed: MS Reading & Language Arts Subtest,5032,193,NA,193,1,1,1,165,2015-03-20T00:00:00Z,2015-03-20
54312,5034 Elem Ed: MS Social Studies Subtest,5034,150,157,157,4,1,1,155,2014-08-05T00:00:00Z,2015-03-28
54312,5033 Elem Ed: MS Mathematics Subtest,5033,124,160,160,4,0,0,164,2014-08-05T00:00:00Z,2015-03-28
121280,5161 Mathematics: Content Knowledge,5161,164,NA,164,1,1,1,160,2015-04-06T00:00:00Z,2015-04-06
103119,5005 Elem Ed: MS Science Subtest,5005,147,125,125,2,0,0,159,2015-02-21T00:00:00Z,2015-04-07
6739,5435 General Science: Content Knowledge,5435,170,NA,170,1,1,1,149,2015-04-07T00:00:00Z,2015-04-07
117879,5022 Early Childhood: Content Knowledge,5022,193,NA,193,1,1,1,158,2015-04-07T00:00:00Z,2015-04-07
252013,5169 Middle School Mathematics,5169,176,NA,176,1,1,1,165,2015-04-09T00:00:00Z,2015-04-09
57688,5622 Principles of Learn & Teaching: Grades K-6,5622,190,NA,190,1,1,1,154,2015-04-09T00:00:00Z,2015-04-09
59267,5022 Early Childhood: Content Knowledge,5022,171,NA,171,1,1,1,158,2015-04-10T00:00:00Z,2015-04-10
140061,5265 Physics: Content Knowledge,5265,125,122,122,3,0,0,129,2015-01-24T00:00:00Z,2015-04-11
206651,5440 Middle School Science,5440,149,170,170,2,1,1,150,2015-02-20T00:00:00Z,2015-04-11
54312,5003 Elem Ed: MS Mathematics Subtest,5003,171,NA,171,1,1,1,157,2015-04-11T00:00:00Z,2015-04-11
265124,5169 Middle School Mathematics,5169,185,NA,185,1,1,1,165,2015-04-11T00:00:00Z,2015-04-11
98578,5113 Music: Content Knowledge,5113,168,NA,168,1,1,1,148,2015-04-14T00:00:00Z,2015-04-14
254438,5032 Elem Ed: MS Reading & Language Arts Subtest,5032,180,NA,180,1,1,1,165,2015-04-14T00:00:00Z,2015-04-14
254438,5033 Elem Ed: MS Mathematics Subtest,5033,190,NA,190,1,1,1,164,2015-04-14T00:00:00Z,2015-04-14
57688,5005 Elem Ed: MS Science Subtest,5005,191,NA,191,1,1,1,159,2015-04-14T00:00:00Z,2015-04-14
57688,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,191,NA,191,1,1,1,157,2015-04-14T00:00:00Z,2015-04-14
57688,5004 Elem Ed: MS Social Studies Subtest,5004,200,NA,200,1,1,1,155,2015-04-14T00:00:00Z,2015-04-14
57688,5003 Elem Ed: MS Mathematics Subtest,5003,200,NA,200,1,1,1,157,2015-04-14T00:00:00Z,2015-04-14
254438,5035 Elem Ed: MS Science Subtest,5035,200,NA,200,1,1,1,159,2015-04-14T00:00:00Z,2015-04-14
254438,5034 Elem Ed: MS Social Studies Subtest,5034,200,NA,200,1,1,1,155,2015-04-14T00:00:00Z,2015-04-14
131944,5941 World and US History: Content Knowledge,5941,154,NA,154,1,1,1,141,2015-04-15T00:00:00Z,2015-04-15
260458,5003 Elem Ed: MS Mathematics Subtest,5003,159,NA,159,1,1,1,157,2015-04-15T00:00:00Z,2015-04-15
203158,5004 Elem Ed: MS Social Studies Subtest,5004,161,NA,161,1,1,1,155,2015-04-15T00:00:00Z,2015-04-15
254887,5003 Elem Ed: MS Mathematics Subtest,5003,162,NA,162,1,1,1,157,2015-04-15T00:00:00Z,2015-04-15
260230,5622 Principles of Learn & Teaching: Grades K-6,5622,162,NA,162,1,1,1,154,2015-04-15T00:00:00Z,2015-04-15
7543,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,164,NA,164,1,1,1,157,2015-04-15T00:00:00Z,2015-04-15
46898,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,164,NA,164,1,1,1,157,2015-04-15T00:00:00Z,2015-04-15
7543,5005 Elem Ed: MS Science Subtest,5005,166,NA,166,1,1,1,159,2015-04-15T00:00:00Z,2015-04-15
106038,5161 Mathematics: Content Knowledge,5161,166,NA,166,1,1,1,160,2015-04-15T00:00:00Z,2015-04-15
203158,5005 Elem Ed: MS Science Subtest,5005,168,NA,168,1,1,1,159,2015-04-15T00:00:00Z,2015-04-15
277125,5003 Elem Ed: MS Mathematics Subtest,5003,171,NA,171,1,1,1,157,2015-04-15T00:00:00Z,2015-04-15
46898,5005 Elem Ed: MS Science Subtest,5005,173,NA,173,1,1,1,159,2015-04-15T00:00:00Z,2015-04-15
149134,5361 English to Speakers of Other Languages,5361,175,NA,175,1,1,1,151,2015-04-15T00:00:00Z,2015-04-15
138952,5004 Elem Ed: MS Social Studies Subtest,5004,176,NA,176,1,1,1,155,2015-04-15T00:00:00Z,2015-04-15
163816,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,176,NA,176,1,1,1,157,2015-04-15T00:00:00Z,2015-04-15
254887,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,176,NA,176,1,1,1,157,2015-04-15T00:00:00Z,2015-04-15
249352,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,179,NA,179,1,1,1,157,2015-04-15T00:00:00Z,2015-04-15
249352,5005 Elem Ed: MS Science Subtest,5005,180,NA,180,1,1,1,159,2015-04-15T00:00:00Z,2015-04-15
163816,5003 Elem Ed: MS Mathematics Subtest,5003,181,NA,181,1,1,1,157,2015-04-15T00:00:00Z,2015-04-15
8026,5134 Art: Content Knowledge,5134,182,NA,182,1,1,1,151,2015-04-15T00:00:00Z,2015-04-15
128634,5081 Social Studies: Content Knowledge,5081,182,NA,182,1,1,1,150,2015-04-15T00:00:00Z,2015-04-15
138952,5005 Elem Ed: MS Science Subtest,5005,182,NA,182,1,1,1,159,2015-04-15T00:00:00Z,2015-04-15
154759,5235 Biology: Content Knowledge,5235,182,NA,182,1,1,1,139,2015-04-15T00:00:00Z,2015-04-15
163816,5004 Elem Ed: MS Social Studies Subtest,5004,183,NA,183,1,1,1,155,2015-04-15T00:00:00Z,2015-04-15
203158,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,184,NA,184,1,1,1,157,2015-04-15T00:00:00Z,2015-04-15
7543,5003 Elem Ed: MS Mathematics Subtest,5003,185,NA,185,1,1,1,157,2015-04-15T00:00:00Z,2015-04-15
138952,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,186,NA,186,1,1,1,157,2015-04-15T00:00:00Z,2015-04-15
163816,5005 Elem Ed: MS Science Subtest,5005,189,NA,189,1,1,1,159,2015-04-15T00:00:00Z,2015-04-15
276934,5022 Early Childhood: Content Knowledge,5022,189,NA,189,1,1,1,158,2015-04-15T00:00:00Z,2015-04-15
96391,5622 Principles of Learn & Teaching: Grades K-6,5622,190,NA,190,1,1,1,154,2015-04-15T00:00:00Z,2015-04-15
62072,5004 Elem Ed: MS Social Studies Subtest,5004,192,NA,192,1,1,1,155,2015-04-15T00:00:00Z,2015-04-15
138952,5003 Elem Ed: MS Mathematics Subtest,5003,192,NA,192,1,1,1,157,2015-04-15T00:00:00Z,2015-04-15
203158,5003 Elem Ed: MS Mathematics Subtest,5003,192,NA,192,1,1,1,157,2015-04-15T00:00:00Z,2015-04-15
249352,5003 Elem Ed: MS Mathematics Subtest,5003,192,NA,192,1,1,1,157,2015-04-15T00:00:00Z,2015-04-15
62072,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,195,NA,195,1,1,1,157,2015-04-15T00:00:00Z,2015-04-15
249352,5004 Elem Ed: MS Social Studies Subtest,5004,197,NA,197,1,1,1,155,2015-04-15T00:00:00Z,2015-04-15
62072,5005 Elem Ed: MS Science Subtest,5005,198,NA,198,1,1,1,159,2015-04-15T00:00:00Z,2015-04-15
62072,5003 Elem Ed: MS Mathematics Subtest,5003,198,NA,198,1,1,1,157,2015-04-15T00:00:00Z,2015-04-15
72264,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,157,NA,157,1,1,1,157,2015-04-16T00:00:00Z,2015-04-16
74055,5161 Mathematics: Content Knowledge,5161,148,161,161,5,1,1,160,2014-04-18T00:00:00Z,2015-04-16
131944,5081 Social Studies: Content Knowledge,5081,163,NA,163,1,1,1,150,2015-04-16T00:00:00Z,2015-04-16
122416,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,164,NA,164,1,1,1,157,2015-04-16T00:00:00Z,2015-04-16
251433,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,164,NA,164,1,1,1,157,2015-04-16T00:00:00Z,2015-04-16
249533,5134 Art: Content Knowledge,5134,165,NA,165,1,1,1,151,2015-04-16T00:00:00Z,2015-04-16
128634,5941 World and US History: Content Knowledge,5941,167,NA,167,1,1,1,141,2015-04-16T00:00:00Z,2015-04-16
72264,5004 Elem Ed: MS Social Studies Subtest,5004,168,NA,168,1,1,1,155,2015-04-16T00:00:00Z,2015-04-16
72264,5005 Elem Ed: MS Science Subtest,5005,168,NA,168,1,1,1,159,2015-04-16T00:00:00Z,2015-04-16
138952,5047 Middle School English Language Arts,5047,168,NA,168,1,1,1,164,2015-04-16T00:00:00Z,2015-04-16
251433,5003 Elem Ed: MS Mathematics Subtest,5003,168,NA,168,1,1,1,157,2015-04-16T00:00:00Z,2015-04-16
149134,5941 World and US History: Content Knowledge,5941,169,NA,169,1,1,1,141,2015-04-16T00:00:00Z,2015-04-16
122416,5004 Elem Ed: MS Social Studies Subtest,5004,173,NA,173,1,1,1,155,2015-04-16T00:00:00Z,2015-04-16
26147,5361 English to Speakers of Other Languages,5361,174,NA,174,1,1,1,151,2015-04-16T00:00:00Z,2015-04-16
72264,5003 Elem Ed: MS Mathematics Subtest,5003,175,NA,175,1,1,1,157,2015-04-16T00:00:00Z,2015-04-16
254587,5622 Principles of Learn & Teaching: Grades K-6,5622,177,NA,177,1,1,1,154,2015-04-16T00:00:00Z,2015-04-16
100438,5004 Elem Ed: MS Social Studies Subtest,5004,178,NA,178,1,1,1,155,2015-04-16T00:00:00Z,2015-04-16
122416,5003 Elem Ed: MS Mathematics Subtest,5003,178,NA,178,1,1,1,157,2015-04-16T00:00:00Z,2015-04-16
158738,5034 Elem Ed: MS Social Studies Subtest,5034,178,NA,178,1,1,1,155,2015-04-16T00:00:00Z,2015-04-16
3086,5022 Early Childhood: Content Knowledge,5022,180,NA,180,1,1,1,158,2015-04-16T00:00:00Z,2015-04-16
100438,5005 Elem Ed: MS Science Subtest,5005,180,NA,180,1,1,1,159,2015-04-16T00:00:00Z,2015-04-16
122416,5005 Elem Ed: MS Science Subtest,5005,182,NA,182,1,1,1,159,2015-04-16T00:00:00Z,2015-04-16
238932,5022 Early Childhood: Content Knowledge,5022,182,NA,182,1,1,1,158,2015-04-16T00:00:00Z,2015-04-16
218303,5622 Principles of Learn & Teaching: Grades K-6,5622,183,NA,183,1,1,1,154,2015-04-16T00:00:00Z,2015-04-16
239573,5022 Early Childhood: Content Knowledge,5022,184,NA,184,1,1,1,158,2015-04-16T00:00:00Z,2015-04-16
166094,5003 Elem Ed: MS Mathematics Subtest,5003,185,NA,185,1,1,1,157,2015-04-16T00:00:00Z,2015-04-16
62072,5622 Principles of Learn & Teaching: Grades K-6,5622,186,NA,186,1,1,1,154,2015-04-16T00:00:00Z,2015-04-16
158738,5035 Elem Ed: MS Science Subtest,5035,186,NA,186,1,1,1,159,2015-04-16T00:00:00Z,2015-04-16
256685,5022 Early Childhood: Content Knowledge,5022,187,NA,187,1,1,1,158,2015-04-16T00:00:00Z,2015-04-16
166094,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,188,NA,188,1,1,1,157,2015-04-16T00:00:00Z,2015-04-16
166094,5005 Elem Ed: MS Science Subtest,5005,189,NA,189,1,1,1,159,2015-04-16T00:00:00Z,2015-04-16
223212,5622 Principles of Learn & Teaching: Grades K-6,5622,189,NA,189,1,1,1,154,2015-04-16T00:00:00Z,2015-04-16
100438,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,191,NA,191,1,1,1,157,2015-04-16T00:00:00Z,2015-04-16
158738,5032 Elem Ed: MS Reading & Language Arts Subtest,5032,191,NA,191,1,1,1,165,2015-04-16T00:00:00Z,2015-04-16
166094,5004 Elem Ed: MS Social Studies Subtest,5004,192,NA,192,1,1,1,155,2015-04-16T00:00:00Z,2015-04-16
158738,5033 Elem Ed: MS Mathematics Subtest,5033,199,NA,199,1,1,1,164,2015-04-16T00:00:00Z,2015-04-16
100438,5003 Elem Ed: MS Mathematics Subtest,5003,200,NA,200,1,1,1,157,2015-04-16T00:00:00Z,2015-04-16
26923,5033 Elem Ed: MS Mathematics Subtest,5033,100,NA,100,1,0,0,164,2015-04-17T00:00:00Z,2015-04-17
26923,5032 Elem Ed: MS Reading & Language Arts Subtest,5032,115,NA,115,1,0,0,165,2015-04-17T00:00:00Z,2015-04-17
26923,5035 Elem Ed: MS Science Subtest,5035,116,NA,116,1,0,0,159,2015-04-17T00:00:00Z,2015-04-17
26923,5034 Elem Ed: MS Social Studies Subtest,5034,142,NA,142,1,0,0,155,2015-04-17T00:00:00Z,2015-04-17
204868,5091 Physical Education: Content Knowledge,5091,154,NA,154,1,1,1,143,2015-04-17T00:00:00Z,2015-04-17
89837,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,136,157,157,2,1,1,157,2015-01-23T00:00:00Z,2015-04-17
106038,5091 Physical Education: Content Knowledge,5091,157,NA,157,1,1,1,143,2015-04-17T00:00:00Z,2015-04-17
52960,5134 Art: Content Knowledge,5134,158,NA,158,1,1,1,151,2015-04-17T00:00:00Z,2015-04-17
251433,5622 Principles of Learn & Teaching: Grades K-6,5622,163,NA,163,1,1,1,154,2015-04-17T00:00:00Z,2015-04-17
46303,5004 Elem Ed: MS Social Studies Subtest,5004,168,NA,168,1,1,1,155,2015-04-17T00:00:00Z,2015-04-17
154759,5245 Chemistry: Content Knowledge,5245,168,NA,168,1,1,1,139,2015-04-17T00:00:00Z,2015-04-17
248580,5134 Art: Content Knowledge,5134,168,NA,168,1,1,1,151,2015-04-17T00:00:00Z,2015-04-17
46303,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,169,NA,169,1,1,1,157,2015-04-17T00:00:00Z,2015-04-17
189236,5134 Art: Content Knowledge,5134,175,NA,175,1,1,1,151,2015-04-17T00:00:00Z,2015-04-17
